source_file,category,item,location,severity
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Roofing,Repair sections of shingles with excessive overhang,Multiple Locations,Major
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Roofing,Replace missing bottom elbow on downspouts to ensure proper drainage away from foundation,"Left Front, Right Rear",Major
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Roofing,Secure loose downspout,Right Rear,Minor
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Roofing,Cover exposed nail heads in ridge vent/flashing with roofing compound to prevent water penetration,General,Major
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Roofing,Seal exposed nail heads on boots and flashing to prevent water penetration,Multiple Locations,Major
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Plumbing,Replace rubber washing machine supply hoses with stainless braided hoses,Laundry Room,Minor
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Plumbing,Install drain pan under washing machine with drain to exterior or install water alarm,Laundry Room (Upper Floor),Major
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Exterior,Scrape and paint rusted exterior gas lines to prevent further corrosion,Left Middle Exterior,Minor
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Plumbing,Correct TPRV discharge pipe slope to drain away from water heater by gravity,Garage,Major
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Plumbing,Repair active gas leak below water heater,Garage,Safety
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Interior,Repair cracked grout in shower floor to prevent leaks,Master Bathroom,Major
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Interior,Clean debris from shower/tub drain to prevent clogging,Master Bathroom,Minor
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Interior,Evaluate and repair moisture/efflorescence penetration at shower floor,Master Bathroom,Major
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Electrical,Clean debris out of main electrical panel,General,Safety
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Electrical,Add GFCI ground fault protection to additional receptacle in garage refrigerator circuit box,Garage,Safety
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Electrical,"Remove TV power cord routed through wall, repair drywall, and add proper receptacle for television",Living Room / Closet near garage entry door,Safety
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Electrical,Secure loose/unsecured electrical receptacles to wall boxes,"Media Room, 2nd Floor Rear Right Bedroom",Safety
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Electrical,Replace burned out flood light bulb,Front Left,Minor
309_lindstrom_ct___advantage_residential_inspection_2.pdf,HVAC,Extend lineset insulation to contact evaporator core/air handler and seal to prevent condensate drippage,Both Heating Units,Minor
309_lindstrom_ct___advantage_residential_inspection_2.pdf,HVAC,Replace missing interior cover on HVAC electrical disconnect,Both Heating Units,Safety
309_lindstrom_ct___advantage_residential_inspection_2.pdf,HVAC,Service heating unit due to rust accumulation in overflow drain pan,General,Major
309_lindstrom_ct___advantage_residential_inspection_2.pdf,HVAC,Add insulation to fully cover condensate drain to prevent condensation formation,General,Minor
309_lindstrom_ct___advantage_residential_inspection_2.pdf,HVAC,Clean dirty AC condensing unit coils,General,Major
309_lindstrom_ct___advantage_residential_inspection_2.pdf,HVAC,Extend condensation drain line away from house to prevent moisture penetration at foundation,Exterior,Major
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Interior,Paint moisture-stained ceiling with proper preparation and monitor for future issues,Media Room,Cosmetic
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Interior,Repair settling cracks in walls and/or ceilings,2nd Floor Hall Bathroom,Minor
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Interior,Repair or replace damaged flooring,Hall near Kitchen,Minor
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Windows/Doors,Adjust interior window locks to allow windows to lock properly,Master Bedroom,Safety
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Appliances,Adjust and secure kitchen range gas line to prevent damage,Kitchen,Minor
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Appliances,Replace damaged drawer in refrigerator,Kitchen,Cosmetic
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Exterior,Seal gaps between pool deck and coping to prevent water leaking behind pool walls,Pool Area,Major
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Exterior,Repair cracks in pool decking concrete,Pool Area,Minor
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Exterior,Repair wrinkled/loose vinyl pool liner at steps,Pool Steps,Minor
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Other,Install door alarms on all doors leading to pool area,Pool Area,Safety
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Other,Repair pool fence gates to be self-closing and self-latching with latch minimum 54 inches above grade,Pool Area,Safety
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Other,Install handrail or ladder in pool for safe entry and exit,Pool,Safety
309_lindstrom_ct___advantage_residential_inspection_2.pdf,Other,Repair warped pool gate,Pool Area,Major
310_cardinal_dr__hvac_inspection.pdf,HVAC,Extend condensate drain line away from A/C pad to ensure proper drainage and prevent water damage,Exterior/A/C Pad,Minor
310_cardinal_dr__hvac_inspection.pdf,HVAC,Secure and seal flashing around package unit to home to prevent air and moisture infiltration,Crawlspace/Exterior,Major
310_cardinal_dr__hvac_inspection.pdf,HVAC,Seal supply vents to floor to prevent crawlspace air from entering home,General,Major
310_cardinal_dr__hvac_inspection.pdf,HVAC,Evaluate and address undersized duct causing temperature imbalance in kitchen area,Kitchen,Minor
310_cardinal_dr__hvac_inspection.pdf,HVAC,Reconnect disconnected return duct under home,Crawlspace,Major
310_cardinal_dr__hvac_inspection.pdf,Insulation,Insulate supply boots under home to prevent condensation and moisture buildup on subfloor,Crawlspace,Major
310_cardinal_dr__hvac_inspection.pdf,HVAC,Paint gas line from meter to package unit to protect against rust and corrosion,Exterior,Minor
310_cardinal_dr__hvac_inspection.pdf,HVAC,Secure loose supply registers to wall and replace or straighten bent kitchen supply register to restore proper airflow,General/Kitchen,Minor
318_starling_ave___residential_report_by_alliance_pro_inspections__1.pdf,Roofing,Evaluate and repair damaged roof coverings to prevent water penetration,Roof,Major
318_starling_ave___residential_report_by_alliance_pro_inspections__1.pdf,Roofing,Replace missing or damaged shingles,Roof,Major
318_starling_ave___residential_report_by_alliance_pro_inspections__1.pdf,Roofing,Confirm and clear termination point of plastic drain piping for proper water flow away from foundation,Exterior,Minor
318_starling_ave___residential_report_by_alliance_pro_inspections__1.pdf,Roofing,Paint PVC vent pipes to prevent UV damage and brittleness,Roof,Minor
318_starling_ave___residential_report_by_alliance_pro_inspections__1.pdf,Exterior,Trim shrubs and vines away from siding to minimum 18 inch clearance,Exterior,Minor
318_starling_ave___residential_report_by_alliance_pro_inspections__1.pdf,Foundation/Structural,Seal settling cracks at slab to prevent water penetration into foundation,Foundation,Major
318_starling_ave___residential_report_by_alliance_pro_inspections__1.pdf,HVAC,Remove combustible material in contact with gas furnace flue to eliminate fire hazard,Attic,Safety
318_starling_ave___residential_report_by_alliance_pro_inspections__1.pdf,HVAC,Replace dirty air filters in HVAC returns,"Second Floor Hall, First Floor Hall, Master Bedroom",Minor
318_starling_ave___residential_report_by_alliance_pro_inspections__1.pdf,Plumbing,Re-secure loose toilet on flange and inspect/replace wax seal to prevent leaks,First Floor Hall Bathroom,Major
318_starling_ave___residential_report_by_alliance_pro_inspections__1.pdf,Plumbing,Secure and caulk loose bathtub downspout to prevent water penetration behind tub,Master Bathroom,Minor
318_starling_ave___residential_report_by_alliance_pro_inspections__1.pdf,Plumbing,Adjust shower faucet to achieve proper water temperature,Master Bathroom,Minor
318_starling_ave___residential_report_by_alliance_pro_inspections__1.pdf,Plumbing,Adjust shower faucet to achieve proper water temperature,Second Floor Hall Bathroom,Minor
318_starling_ave___residential_report_by_alliance_pro_inspections__1.pdf,Electrical,Secure loose light fixture to junction box,Laundry Room,Minor
318_starling_ave___residential_report_by_alliance_pro_inspections__1.pdf,Plumbing,Adjust water heater temperature to between 120 and 130 degrees,General,Minor
318_starling_ave___residential_report_by_alliance_pro_inspections__1.pdf,Plumbing,Replace rubber washing machine hookup lines with stainless steel braided lines,Laundry Room,Minor
318_starling_ave___residential_report_by_alliance_pro_inspections__1.pdf,Exterior,Repair broken sprinkler head on irrigation system,Exterior,Minor
319_brandon_oaks_dr___advantage_residential_inspection___bd.pdf,Roofing,Repair popped-up or lifting shingles/tabs to prevent water penetration,Front and Rear Roof,Major
319_brandon_oaks_dr___advantage_residential_inspection___bd.pdf,Roofing,Repair popped-up boots/flanges/flashing at roof penetrations,Rear Roof,Major
319_brandon_oaks_dr___advantage_residential_inspection___bd.pdf,Exterior,Caulk/seal holes and damage in vinyl siding to prevent water intrusion,Multiple Exterior Locations,Minor
319_brandon_oaks_dr___advantage_residential_inspection___bd.pdf,Exterior,Secure loose siding/trim,Right Side Exterior,Minor
319_brandon_oaks_dr___advantage_residential_inspection___bd.pdf,Exterior,"Install missing vent cover to prevent water, pest, and insect intrusion",Left Side Exterior,Minor
319_brandon_oaks_dr___advantage_residential_inspection___bd.pdf,Windows/Doors,Repair or replace torn/damaged window screens,Rear Exterior,Cosmetic
319_brandon_oaks_dr___advantage_residential_inspection___bd.pdf,Windows/Doors,"Seal gaps at entry door casements, trim, and/or threshold to prevent moisture penetration",Front Entry Door,Minor
319_brandon_oaks_dr___advantage_residential_inspection___bd.pdf,Foundation/Structural,Seal cracks in garage slab to prevent moisture penetration,Garage,Minor
319_brandon_oaks_dr___advantage_residential_inspection___bd.pdf,Exterior,Repair or replace loose/missing/damaged weatherstripping on garage door,Garage,Minor
319_brandon_oaks_dr___advantage_residential_inspection___bd.pdf,Foundation/Structural,Secure loose attic flooring,Attic,Safety
319_brandon_oaks_dr___advantage_residential_inspection___bd.pdf,Foundation/Structural,Obtain engineer documentation and verify adequacy of repaired engineered trusses,Rear Attic,Major
319_brandon_oaks_dr___advantage_residential_inspection___bd.pdf,Windows/Doors,Adjust or trim sticking door to allow proper closure,Master Bedroom Closet,Minor
319_brandon_oaks_dr___advantage_residential_inspection___bd.pdf,Interior,"Repair settlement cracks, nail pops, and sheetrock tape joint cracking on walls and ceilings",General,Cosmetic
319_brandon_oaks_dr___advantage_residential_inspection___bd.pdf,Windows/Doors,"Seal gaps around interior window frames to prevent air, water, and insect entry",General,Minor
319_brandon_oaks_dr___advantage_residential_inspection___bd.pdf,Appliances,Repair or replace loose/damaged oven door handle,Kitchen,Minor
319_brandon_oaks_dr___advantage_residential_inspection___bd.pdf,Plumbing,Repair shower diverter that does not fully divert water to shower head,Full Bathroom (Hallway),Minor
319_brandon_oaks_dr___advantage_residential_inspection___bd.pdf,Plumbing,Seal gap between bathtub/shower and floor to prevent water penetration,Full Bathroom (Hallway),Minor
319_brandon_oaks_dr___advantage_residential_inspection___bd.pdf,Plumbing,Seal gaps between shower/bathtub and walls to prevent water penetration,Full Bathroom (Hallway),Minor
319_brandon_oaks_dr___advantage_residential_inspection___bd.pdf,HVAC,Extend condensate drain at exterior to prevent water penetration at foundation,Left Side Exterior,Minor
319_brandon_oaks_dr___advantage_residential_inspection___bd.pdf,HVAC,Evaluate and repair air leaks in ductwork,Attic,Major
319_brandon_oaks_dr___advantage_residential_inspection___bd.pdf,HVAC,Replace dirty return air filter(s),General,Minor
319_brandon_oaks_dr___advantage_residential_inspection___bd.pdf,Electrical,Bury ground wire at service entrance to protect from damage,Exterior Service Entrance,Minor
319_brandon_oaks_dr___advantage_residential_inspection___bd.pdf,Electrical,Drive ground rod flush with ground at electrical meter,Exterior Service Entrance,Safety
319_brandon_oaks_dr___advantage_residential_inspection___bd.pdf,Electrical,Re-secure loose smoke detector to mounting plate,Front Right Bedroom,Safety
319_brandon_oaks_dr___advantage_residential_inspection___bd.pdf,Plumbing,Repair or replace dripping exterior faucet,Left Side Exterior,Minor
319_brandon_oaks_dr___advantage_residential_inspection___bd.pdf,Plumbing,Clean and paint rusted exterior gas lines to prevent further corrosion,Rear Exterior,Minor
319_brandon_oaks_dr___advantage_residential_inspection___bd.pdf,Plumbing,Properly support and secure expansion tank at water heater,Garage,Minor
319_brandon_oaks_dr___advantage_residential_inspection___bd.pdf,Foundation/Structural,Patch exterior concrete slab settlement cracks to prevent moisture penetration,Rear and Left Side Exterior,Minor
31_tidworth__ace_home_inspection.pdf,Roofing,Repair nail pops on roof surface to prevent moisture penetration,Roof,Minor
31_tidworth__ace_home_inspection.pdf,Roofing,Repair isolated areas of shingle damage or wear,Roof,Minor
31_tidworth__ace_home_inspection.pdf,Roofing,Secure unsecured vent pipe and repair vent boot to prevent moisture penetration,Roof,Minor
31_tidworth__ace_home_inspection.pdf,Roofing,Clean debris and shingle aggregate from gutters,Roof,Cosmetic
31_tidworth__ace_home_inspection.pdf,Roofing,Install missing splash blocks or downspout extensions at base of downspouts,Front Left,Cosmetic
